date      <=_0   Lo_30  Med_40   Hi_30   Lo_20   Qnt_2   Qnt_3   Qnt_4   Hi_20   Lo_10   Dec_2   Dec_3   Dec_4   Dec_5   Dec_6   Dec_7   Dec_8   Dec_9   Hi_10
201606   -2.25   -2.30   -0.91    4.14   -2.49   -1.38   -1.04    1.78    4.64   -2.39   -2.60   -2.00   -0.90   -2.11   -0.09   -0.79    3.77    3.58    5.55
201607    6.77    3.42    4.02    1.91    3.82    2.85    4.22    2.26    3.39    3.69    3.90    2.78    2.92    2.60    5.11    4.39    0.64    2.66    6.39
201608    0.76    0.39    0.75    0.04    1.14    0.79    0.79    0.26   -0.69    1.55    0.89   -0.79    2.32   -0.10    1.26   -0.27    0.69   -1.69    3.30
201609    1.64   -0.19   -0.05   -0.22    0.31   -0.86    0.26   -0.81    1.08   -0.25    0.65   -0.99   -0.74   -0.28    0.54   -0.11   -1.35    0.95    1.54
201610   -3.39   -2.34   -0.89   -1.83   -2.36   -1.01   -1.68   -0.84   -2.49   -3.89   -1.43   -2.32    0.25   -2.45   -1.27   -0.33   -1.25   -2.33   -3.08
201611    3.21    6.03    5.62    4.52    5.79    7.67    5.04    4.12    5.37    7.01    5.07    6.44    8.85    7.16    3.95    4.57    3.77    4.51    8.64
201612    0.24    0.88    2.67    2.76    1.30    1.17    2.69    2.83    2.85    0.56    1.74    0.19    2.07    2.01    3.04    3.01    2.68    3.72   -0.35
201701    4.60    3.10    1.43   -0.20    2.68    2.54    1.82    0.37   -0.40    1.12    3.59    3.80    1.37    2.03    1.71    0.85   -0.02   -0.80    1.11
201702    3.29    2.74    4.84    2.87    2.99    3.00    5.67    3.80    2.27    3.30    2.81    2.33    3.63    3.60    6.76    4.29    3.40    2.95   -0.24
201703    1.16    0.75   -0.18   -0.53    0.28   -0.13    0.31   -0.42   -0.30   -0.01    0.45    1.53   -1.67   -0.42    0.69   -0.05   -0.73   -0.34   -0.13
201704    2.73    1.54    1.23   -0.65    1.04    2.04    0.68    0.73   -1.23    1.04    1.04    2.35    1.75    1.46    0.29    1.78   -0.14   -1.64    0.34
201705    2.07    2.18    1.06   -0.28    2.72    0.28    1.68    0.62   -0.78    2.42    2.89    1.32   -0.73   -0.08    2.56    1.18    0.15   -0.15   -3.12
201706    0.53    1.09    0.93    0.84    2.15    0.40    0.63    0.94    0.89    2.87    1.73   -0.63    1.42    1.86    0.04    1.11    0.80    0.26    3.33
201707    3.02    2.46    1.87    0.84    2.40    1.53    1.71    2.49    0.30    3.30    1.80    2.54    0.81    2.17    1.30    3.15    1.78   -0.88    3.63
201708    1.15    0.07    0.28   -0.45    0.35   -0.60    1.13   -0.18   -0.92    0.60    0.18   -0.37   -0.76    2.45   -0.05   -0.69    0.37   -0.49   -2.09
201709    1.56    4.41    1.91    3.54    4.12    3.17    1.84    2.47    3.89    3.89    4.27    4.88    1.93   -0.10    3.55    2.06    2.93    3.48    5.03
201710    2.81    3.23    3.40   -0.38    3.25    2.88    4.20    1.46   -0.90    3.97    2.74    3.21    2.64    3.17    5.08    2.27    0.55   -0.07   -3.13
201711    1.85    3.01    4.01    3.65    2.80    4.18    3.64    3.45    4.22    2.13    3.27    3.35    4.80    3.59    3.69    4.16    2.65    3.31    6.77
201712    0.95    0.74    1.42    1.12    0.92    0.64    1.49    1.39    1.23   -0.46    1.85    0.44    0.79    1.01    1.89    1.80    0.92    0.53    3.13
201801    9.19    6.37    5.06    2.76    7.14    5.15    5.20    4.02    2.47    9.09    5.85    5.12    5.17    3.24    6.82    4.66    3.29    2.67    1.96
201802   -2.62   -2.85   -3.27   -5.44   -3.22   -2.43   -2.54   -5.61   -5.28   -3.59   -2.97   -2.24   -2.56   -1.48   -3.38   -5.49   -5.74   -5.31   -5.18
201803   -2.41   -1.57   -2.64   -1.74   -1.20   -2.49   -2.81   -1.45   -2.36   -1.72   -0.86   -2.16   -2.75   -3.40   -2.33   -2.15   -0.62   -3.08   -0.44
201804    1.26    0.33   -0.02    0.37    1.26    0.39   -0.85   -0.12    1.06   -0.05    2.14   -1.19    1.57   -1.29   -0.50    0.51   -0.86    0.80    1.76
201805    5.28    1.64    2.27    1.65    2.10    0.95    3.87    0.87    1.34    2.34    1.95    0.86    1.02    5.11    2.89   -0.25    2.20    1.38    1.24
201806    2.22   -0.16   -0.10    0.46   -0.19    0.20   -0.58    0.17    0.87   -0.51    0.01   -0.09    0.41   -1.10   -0.16    0.55   -0.27    0.51    1.78
201807    1.65    2.46    5.03    3.61    2.66    3.34    5.57    4.92    2.72    3.28    2.15    2.07    4.06    5.77    5.38    4.96    4.88    2.55    3.09
201808    6.40    2.96    3.51    1.16    3.02    6.41    1.89    2.53   -0.39    3.58    2.56    2.84    8.41    3.37    0.41    1.71    3.31   -0.33   -0.53
201809   -0.63    0.74    0.21    0.68    0.81   -0.22    0.86   -0.23    1.42    2.06   -0.22    0.60   -0.66    0.86    0.86   -0.14   -0.31    1.42    1.41
201810  -11.62   -9.22   -6.00   -3.54  -10.34   -5.26   -7.28   -4.66   -3.16  -12.32   -8.65   -7.06   -4.30   -7.19   -7.36   -5.32   -4.05   -4.89    0.59
201811    2.01    1.44    0.67    3.75    0.79   -3.30    2.67    4.97    2.47   -1.83    2.92    2.73   -6.25    3.41    1.90    4.39    5.52    3.33    0.70
201812   -9.31   -9.96   -9.58   -8.83   -9.86  -10.62   -9.69   -8.91   -8.23  -11.10   -8.90  -10.15  -10.88   -9.14  -10.27   -8.11   -9.64   -7.47   -9.86
201901   12.27    8.93    7.91    5.41    9.16    8.12    8.96    5.06    6.29   10.04    8.50    8.46    7.93    7.29   10.76    5.95    4.22    6.29    6.29
201902    2.33    4.96    4.33    3.09    5.53    3.11    5.17    3.62    3.15    4.84    6.07    3.83    2.73    5.46    4.87    4.26    3.01    2.54    4.51
201903    1.52    1.93    0.71    1.40    2.18    2.47   -0.20    0.53    1.82    3.56    1.07    1.42    3.04    1.10   -1.56    0.22    0.83    1.33    2.88
201904    4.55    3.81    5.97    1.39    3.86    5.07    7.29    2.02    2.00    3.59    4.09    3.71    5.81    7.12    7.47    3.57    0.53    2.90    0.07
201905   -7.00   -6.37   -7.46   -5.35   -6.42   -7.18   -7.77   -5.93   -5.44   -7.42   -5.59   -6.26   -7.66   -7.48   -8.08   -6.65   -5.22   -5.45   -5.43
201906    6.36    8.35    7.63    6.24    8.07    8.51    8.04    5.90    6.65    9.05    7.27    8.90    8.30    8.42    7.63    6.15    5.67    7.16    5.52
201907    1.02    1.54    2.29    0.14    1.91    2.71    1.76    0.77    0.12    0.74    3.28    1.08    4.25    1.44    2.06    1.25    0.17   -0.26    1.07
201908   -3.68   -0.59   -1.95   -3.23    0.15   -2.27   -1.75   -1.66   -3.92   -0.19    0.53   -1.52   -2.95   -1.36   -2.12   -1.23   -2.20   -3.33   -5.36
201909   -1.01    0.02    3.25    4.63   -0.10    1.41    3.50    3.49    5.39   -0.99    0.90    0.18    2.57    3.30    3.69    3.46    3.52    4.92    6.54
201910    3.35    2.12    2.11    1.25    1.75    3.96    0.36    2.22    0.80    2.83    0.56    2.59    5.21   -0.10    0.79    2.46    1.92   -0.25    3.41
201911    5.02    4.57    3.78    2.28    3.53    5.95    2.65    3.24    1.97    4.23    2.74    5.89    6.00    3.94    1.46    3.63    2.73    1.90    2.15
201912    2.50    2.72    3.33    2.74    3.24    3.46    2.45    3.17    2.82    3.22    3.26    2.07    4.71    1.56    3.30    3.59    2.61    2.67    3.18
