date      <=_0   Lo_30  Med_40   Hi_30   Lo_20   Qnt_2   Qnt_3   Qnt_4   Hi_20   Lo_10   Dec_2   Dec_3   Dec_4   Dec_5   Dec_6   Dec_7   Dec_8   Dec_9   Hi_10
198908    3.89    1.37    2.74    1.42    1.96    0.47    2.72    2.93    1.20    2.02    1.88    0.02    0.78    2.42    2.89    4.39    1.71    1.91   -0.36
198909    1.29    0.75   -0.84   -0.25    1.44    0.12   -2.31   -0.65    0.65    0.77    2.36   -0.85    0.78   -2.61   -2.13    0.26   -1.44    0.65    0.63
198910   -5.44   -3.44   -2.53   -2.24   -3.09   -2.48   -2.56   -4.27   -0.24   -2.46   -3.92   -4.24   -1.22   -2.25   -2.74   -3.48   -4.96   -0.56    0.47
198911   -0.10    1.70    2.42    1.54    1.78    2.69    2.57    0.83    2.35    1.51    2.15    1.51    3.51    1.71    3.08    1.32    0.39    2.37    2.32
198912   -0.14    0.38    2.41    2.72   -0.63    1.58    2.91    2.25    3.46   -0.79   -0.42    2.78    0.76    3.47    2.57    2.92    1.65    3.43    3.51
199001   -8.96   -8.08   -7.54   -5.72   -8.46   -7.46   -6.92   -6.81   -6.00   -8.23   -8.75   -7.23   -7.61   -6.70   -7.05   -8.50   -5.30   -6.30   -5.33
199002    3.36    1.82    0.93    1.90    2.13    1.14    1.25    1.35    1.63    1.90    2.41    1.16    1.13    1.04    1.38    0.24    2.30    1.87    1.11
199003    3.88    3.16    3.08    0.82    3.39    3.32    3.35    1.55    0.60    3.68    3.01    2.66    3.79    3.21    3.43    2.06    1.13    1.13   -0.57
199004   -3.28   -1.92   -2.23   -3.67   -1.57   -1.59   -1.86   -3.68   -3.85   -1.68   -1.42   -2.69   -0.83   -2.26   -1.62   -4.00   -3.41   -3.48   -4.70
199005   11.06   10.80    9.33    6.96   11.35   10.98    8.79    7.98    6.29   12.42    9.98    9.57   11.94   10.39    7.83    8.06    7.92    6.77    5.19
199006   -0.29    0.28   -0.35   -1.42    0.38    1.27    0.36   -2.69   -1.14    0.23    0.58    0.04    2.09   -0.04    0.60   -3.72   -1.82   -1.68    0.14
199007   -5.68   -1.74   -0.02   -0.54   -3.73    0.44   -0.32    0.65   -1.48   -4.77   -2.11    1.18   -0.98   -1.05    0.48    0.76    0.49   -2.55    0.11
199008  -14.43   -9.30   -9.12   -7.97  -10.24   -8.73   -9.89   -7.52   -8.67  -10.65   -9.60   -8.00  -10.19  -10.20   -9.55   -7.72   -7.23   -9.88   -6.95
199009  -10.34   -6.65   -4.45   -3.80   -7.53   -5.88   -5.98   -1.73   -5.65   -7.77   -7.17   -5.45   -6.76   -6.19   -5.75   -1.64   -1.87   -6.33   -4.73
199010   -4.83   -1.53   -1.09    0.69   -3.31   -0.04   -0.78   -0.51    0.91   -4.53   -1.46    0.85   -1.86   -1.32   -0.19   -1.20    0.47    0.39    1.62
199011   10.97    7.64    6.64    5.04    7.55    7.72    6.79    5.91    4.42    7.74    7.28    7.75    7.67    6.62    6.96    6.09    5.66    4.73    4.00
199012    3.59    4.05    3.20    1.51    4.57    4.01    4.20    1.76    0.46    4.58    4.55    3.39    5.33    4.80    3.56    1.20    2.56    0.20    0.81
199101   13.35    5.36    4.82    2.10    7.38    3.36    6.97    1.93    2.68    8.18    6.15    2.79    4.56    7.86    6.01    2.21    1.54    3.71    1.29
199102    9.38    8.78    6.99    6.71    9.41    7.89    7.37    5.79    8.21    9.33    9.54    7.93    7.83    9.08    5.49    6.17    5.24    8.49    7.82
199103    5.63    3.82    2.06    2.82    3.59    3.81    3.69    1.20    1.92    3.37    3.93    4.13    3.15    4.04    3.30   -0.60    3.72    1.93    1.90
199104   -0.12   -0.16    0.40    0.88    0.19   -0.54    0.57    0.62    0.94    0.54   -0.35   -0.64   -0.33   -0.32    1.59    0.46    0.82    0.44    1.63
199105    4.08    4.26    4.90    2.54    4.53    4.36    6.06    2.64    3.03    5.09    3.65    3.89    5.32    6.23    5.87    3.08    2.05    5.30   -0.06
199106   -7.73   -5.19   -3.93   -2.95   -4.99   -4.84   -3.80   -3.65   -3.10   -4.62   -5.58   -5.45   -3.59   -4.86   -2.59   -4.27   -2.80   -3.17   -3.00
199107    6.44    6.10    3.92    3.74    5.27    5.62    3.67    4.47    3.15    5.61    4.85    7.49    3.77    3.81    3.49    5.04    4.24    2.73    3.75
199108    4.46    2.79    2.85    1.82    3.02    2.41    3.13    1.57    2.59    2.89    3.18    2.40    2.41    4.12    1.98    2.54    1.17    2.05    3.37
199109    0.17   -2.13   -2.29    0.75   -2.81   -1.56   -2.76   -0.08    1.36   -2.32   -3.42   -0.99   -2.16   -3.15   -2.30   -0.81    0.22    1.68    0.90
199110    2.88    2.11    1.50    1.06    1.55    2.86    1.10    1.35    0.63    0.72    2.59    3.01    2.69   -0.25    2.70    1.16    1.42    1.10   -0.05
199111   -4.27   -1.31   -5.13   -3.78   -1.51   -2.14   -6.00   -4.94   -2.31   -0.40   -2.87   -0.98   -3.38   -4.84   -7.32   -4.70   -5.04   -2.50   -2.03
199112   11.46   14.17   12.68    6.28   13.72   14.48   12.84    7.26    6.54   14.70   12.51   14.89   14.04   15.01   10.29   10.15    6.05    6.79    6.17
199201    5.58   -1.28   -1.39   -0.85    0.15   -3.34   -0.78   -1.14   -0.39   -1.19    1.87   -3.56   -3.11   -0.47   -1.17   -0.91   -1.24   -1.34    0.99
199202    2.65    0.74    1.67    1.02    0.83    0.62    1.99    0.93    1.70    2.18   -0.84    0.58    0.66    1.63    2.43    2.08    0.44    0.67    3.16
199203   -5.87   -2.69   -1.15   -1.41   -2.77   -2.26   -0.91   -1.65   -0.74   -2.68   -2.88   -2.57   -1.92   -2.03    0.47   -0.83   -2.01   -1.30    0.03
199204   -5.31   -0.49    2.20    6.21   -1.14    0.30    3.02    5.35    5.79   -3.05    1.29    0.60   -0.02    1.65    4.66    2.58    6.59    6.50    4.80
199205    0.22    1.55    0.07    0.86    0.83    1.86   -0.34    0.84    0.64    1.58   -0.09    2.73    0.91   -0.27   -0.42    0.33    1.06   -0.28    1.94
199206   -5.13   -3.24   -2.18    0.92   -2.19   -3.16   -2.51   -0.60    1.80   -1.94   -2.51   -4.92   -1.21   -2.28   -2.79   -2.40    0.16    2.73    0.50
199207    3.95    4.24    3.26    5.05    3.90    5.17    2.74    3.22    5.62    3.29    4.60    4.86    5.46    2.43    2.90    2.20    4.12    5.19    6.84
199208   -3.41   -1.89   -2.79   -0.85   -1.77   -2.20   -1.98   -2.78   -0.79   -1.57   -2.00   -2.09   -2.30   -2.22   -1.85   -4.88   -0.96   -0.74   -0.94
199209    3.51    1.23    1.64    0.46    1.91    1.08    2.73    0.26   -0.11    3.70   -0.14   -0.04    2.13    1.89    3.16   -1.08    1.39   -0.33    0.50
199210    4.29    2.79    1.31   -1.88    3.37    2.79    0.20    0.27   -2.82    3.62    3.09    1.70    3.80    2.30   -0.86    1.05   -0.37   -3.78   -0.17
199211    8.47    4.80    4.94    0.67    5.19    3.98    5.50    2.75    0.43    5.85    4.40    4.03    3.94    4.35    6.10    4.82    1.04    0.46    0.37
199212    2.88    1.26    1.36    2.16    1.90    0.03    2.08    2.30    1.49    2.00    1.77    0.03    0.02    1.93    2.16    1.26    3.20    1.00    2.82
199301    2.95    0.66    0.54    1.21    1.71   -1.45    0.99    0.29    2.56    1.53    1.93   -1.44   -1.46    0.37    1.31    1.66   -0.86    2.46    2.85
199302   -4.43   -1.24    0.46    4.85   -0.75   -1.12    0.18    2.31    6.08   -1.58    0.26   -2.24   -0.10    0.70   -0.08    1.61    2.91    6.66    4.56
199303    3.54    2.37    2.10    2.57    2.69    1.39    1.71    4.09    1.56    3.05    2.27    1.71    1.11    1.11    2.01    3.93    4.22    1.71    1.17
199304   -4.67   -4.78   -1.99   -1.15   -6.23   -2.17   -3.30    0.20   -1.45   -7.27   -4.98   -1.72   -2.57   -0.89   -4.51    1.23   -0.68   -2.04    0.14
199305    7.94    3.89    2.25    1.09    5.16    1.71    3.05    1.12    0.94    4.85    5.53    1.32    2.06    1.62    3.81    0.86    1.34    1.42   -0.34
199306    0.10   -0.98    0.44    1.99   -1.10   -0.24    0.74    0.70    2.46   -1.75   -0.35   -0.73    0.20   -0.54    1.40    0.06    1.25    2.44    2.51
199307   -0.67   -0.39   -0.54    0.75   -0.14   -0.15   -1.02    0.14    0.74   -0.19   -0.05   -0.86    0.92   -1.61   -0.11   -0.34    0.78    0.66    0.96
199308    5.56    4.45    2.78    3.98    4.63    3.65    2.52    4.04    3.60    4.74    4.45    4.13    2.96    2.58    2.44    3.22    5.12    3.80    3.09
199309    2.48    0.81   -1.28   -0.10    0.90    0.26   -2.00   -0.51    0.14    1.57   -0.20    0.64   -0.31   -2.06   -1.91   -0.27   -0.82    0.72   -1.36
199310    3.66    2.21    1.07    1.00    2.30    0.67    1.78    1.03    0.95    1.93    2.93    2.03   -1.37    2.99   -0.03    0.94    1.15    1.38   -0.20
199311   -2.37   -1.87   -0.08   -2.52   -1.70   -1.85    0.79   -1.72   -2.58   -1.99   -1.23   -2.17   -1.37    0.75    0.86   -1.23   -2.36   -2.81   -1.95
199312    2.48    1.63    2.66    0.66    1.36    2.85    2.22    2.13    0.51    0.01    3.55    2.15    3.92    0.87    4.29    2.91    1.08   -0.10    2.15
199401    3.62    3.26    3.16    2.53    3.97    2.83    3.15    3.75    1.58    3.76    4.31    1.94    4.17    3.17    3.13    2.61    5.30    2.75   -1.45
199402   -1.16   -0.34   -2.91   -4.05   -0.09   -1.84   -2.45   -3.40   -4.38    0.68   -1.30   -0.80   -3.38   -3.35   -1.11   -3.64   -3.09   -4.27   -4.70
199403   -6.12   -4.39   -4.25   -3.52   -4.57   -4.03   -4.45   -3.52   -3.71   -5.31   -3.38   -4.04   -4.02   -4.92   -3.76   -3.93   -2.99   -4.04   -2.81
199404   -0.24   -0.84    1.57    2.60   -1.26    0.90    1.05    2.48    2.55   -1.51   -0.86   -0.05    2.34    2.16   -0.55    2.30    2.72    2.70    2.14
199405   -0.64    0.75    2.16    0.57    0.82    0.84    2.18    3.05   -0.49    1.04    0.47    0.64    1.15    2.01    2.42    2.71    3.49    0.44   -3.04
199406   -4.18   -3.29   -1.99   -1.85   -3.33   -2.77   -2.28   -1.91   -1.53   -3.02   -3.80   -3.24   -2.09   -1.99   -2.70   -1.31   -2.67   -0.53   -4.35
199407    3.08    2.86    3.21    3.09    2.91    3.56    2.70    2.86    3.61    3.89    0.69    2.71    4.06    2.46    2.99    3.49    2.24    2.93    5.18
199408    7.27    4.57    3.86    3.35    4.30    4.27    3.72    4.49    2.52    3.98    5.05    5.36    3.63    3.16    4.38    4.26    4.71    3.19    1.04
199409   -0.09   -2.87   -2.53   -1.97   -2.92   -2.35   -2.42   -2.17   -2.38   -2.63   -3.59   -2.71   -2.13   -2.14   -2.75   -3.02   -1.31   -2.47   -2.18
199410    2.90    2.47    0.93    1.69    2.55    1.68    1.19    0.37    2.39    2.86    1.84    2.22    1.36    1.98    0.25    0.14    0.60    2.74    1.57
199411   -3.40   -4.01   -4.30   -2.42   -3.83   -3.32   -4.50   -4.13   -2.05   -3.79   -3.94   -4.54   -2.59   -4.46   -4.54   -5.27   -3.03   -2.89   -0.09
199412    0.19    0.81    2.56    0.57    0.67    2.29    2.03    2.10    0.31    0.45    1.18    1.24    2.89    1.60    2.55    3.27    0.98    0.14    0.71
199501    0.09    2.65    1.33    4.73    2.82    1.05    1.59    2.30    5.81    3.26    1.80    2.15    0.43    1.75    1.39    1.59    2.99    5.41    6.71
199502    3.68    5.02    4.83    2.64    4.63    4.86    4.54    5.07    1.69    4.47    5.02    6.16    4.11    4.73    4.31    5.95    4.23    2.52   -0.16
199503    3.41    2.96    2.74    1.81    2.92    3.25    2.86    2.48    1.13    2.77    3.25    3.08    3.35    2.74    3.01    2.03    2.93    2.18   -1.25
199504    2.38    1.49    3.32    2.53    1.37    3.26    2.68    2.71    3.13    1.49    1.09    1.84    4.09    2.33    3.09    3.89    1.56    3.49    2.29
199505    2.38    3.43    3.59    4.26    3.76    3.00    3.65    4.66    3.43    3.95    3.31    2.46    3.31    3.86    3.40    3.71    5.60    2.97    4.55
199506    7.68    5.11    2.06    0.27    5.34    3.51    1.85    0.89    0.37    5.87    4.09    4.41    2.99    1.56    2.19    1.70    0.10    0.68   -0.37
199507    7.21    5.06    3.13    2.41    5.09    4.44    2.76    3.13    1.92    6.20    3.49    5.00    3.91    2.90    2.65    3.20    3.07    2.46    0.44
199508    1.96   -0.40    0.74    1.95    0.02   -0.45    0.48    2.12    1.35    0.34   -0.45   -1.28    0.33   -1.06    1.65    1.48    2.73    1.27    1.58
199509    2.08    2.12    5.13    4.87    2.13    3.25    5.41    4.56    5.59    2.27    1.92    2.10    4.31    3.43    6.87    5.25    3.93    5.44    6.01
199510   -2.52   -1.38   -1.37    0.64   -2.07   -0.85   -0.90   -1.22    1.54   -1.36   -3.10    0.05   -1.66   -0.77   -0.99   -1.96   -0.54    1.57    1.46
199511    2.64    3.41    6.22    3.84    2.75    5.42    5.91    5.80    3.13    2.01    3.89    4.75    6.05    5.04    6.52    6.87    4.81    4.04    0.60
199512   -0.14   -1.18    1.91    4.32   -1.47   -0.04    1.39    3.73    4.82   -2.34   -0.13   -0.62    0.49    2.07    0.91    3.82    3.65    4.58    5.51
199601    1.07    3.20    4.19    1.64    1.84    5.36    3.51    3.52    1.17    2.50    0.83    5.86    4.91    2.44    4.27    4.81    2.28    1.24    0.98
199602    4.70    3.70    0.26    0.33    3.13    3.42   -0.76    1.41   -1.07    1.51    5.51    4.74    2.21   -0.79   -0.74    0.57    2.23   -0.41   -2.95
199603   -0.10    0.89    2.10    0.89    0.71    1.54    1.43    3.35   -0.97    0.49    1.02    1.21    1.85    3.07    0.32    3.35    3.35   -0.68   -1.82
199604    7.45    2.51    0.63    0.53    3.54    0.78    0.89   -0.02    1.00    3.30    3.87    0.63    0.92    1.84    0.22    0.03   -0.07    1.80   -1.37
199605    3.48    3.54    2.51    1.65    2.65    4.00    2.29    2.00    1.85    2.91    2.27    5.23    2.87    2.08    2.44    2.60    1.40    2.38    0.21
199606   -4.69   -1.23    0.87    1.48   -1.87    0.95    0.40    0.32    2.80   -1.55   -2.33   -0.04    1.88   -0.27    0.88    0.90   -0.28    2.28    4.46
199607   -9.64   -5.22   -4.24   -3.47   -6.17   -3.97   -5.14   -2.61   -3.84   -4.77   -7.56   -3.75   -4.20   -4.52   -5.53   -2.11   -3.00   -3.22   -5.47
199608    5.18    4.17    2.79    1.00    4.56    3.15    2.46    2.33    0.75    4.65    4.47    3.58    2.69    2.58    2.39    3.65    1.31    0.65    1.04
199609    6.62    5.47    5.99    3.08    6.15    5.70    5.99    4.62    2.05    8.61    3.67    4.43    7.07    7.11    5.30    4.94    4.37    2.45    0.98
199610   -2.19    0.67    2.56    4.38    0.12    1.64    2.13    4.69    3.90    2.07   -1.91    1.52    1.77    3.31    1.38    4.36    4.96    4.17    3.16
199611    5.90    7.36    7.63    5.99    7.57    7.45    8.00    6.49    5.63    7.49    7.65    7.04    7.87    7.75    8.16    6.57    6.43    6.52    3.18
199612   -0.95   -0.87   -2.18    0.08   -1.80   -1.56   -1.58   -1.02    0.31   -0.58   -3.14    0.56   -3.74   -2.16   -1.22   -2.06   -0.19    0.16    0.73
199701    6.25    5.80    5.77    4.02    5.69    5.71    5.74    6.05    2.37    7.12    4.08    5.95    5.46    5.96    5.60    6.14    5.98    2.92    0.85
199702   -5.02   -1.08    2.07    2.56   -1.29   -0.11    2.37    2.32    3.09   -3.07    0.77   -0.76    0.59    2.75    2.13    2.79    1.95    3.49    1.94
199703   -5.90   -3.91   -4.59   -3.60   -2.84   -5.09   -4.66   -2.84   -5.29   -4.64   -0.82   -5.52   -4.63   -3.12   -5.63   -4.38   -1.63   -5.46   -4.78
199704    3.12    6.52    5.97    2.60    5.31    8.50    5.00    4.31    2.02    7.80    2.62    8.38    8.63    5.68    4.56    5.72    3.24    3.13   -1.44
199705   12.16    6.00    5.85    5.67    5.45    6.40    5.84    5.92    5.34    5.65    5.22    6.84    5.93    6.30    5.54    5.78    6.03    5.68    4.22
199706    2.48    3.61    6.00    3.66    3.98    5.20    5.29    5.04    3.20    3.05    5.02    3.07    7.51    5.19    5.37    6.20    4.16    3.05    3.72
199707    9.73    9.28    6.74    5.90    8.77    8.62    6.29    7.57    4.66   11.09    6.64   10.19    7.10    6.92    5.53    7.71    7.47    5.58    1.80
199708    0.22   -5.74   -6.04   -2.20   -5.61   -6.37   -6.61   -3.50   -0.98   -3.32   -7.84   -5.97   -6.77   -7.51   -5.50   -3.27   -3.65   -1.02   -0.87
199709    5.99    5.69    5.75    5.63    4.53    6.97    5.82    5.73    5.13    4.56    4.50    7.75    6.18    6.14    5.43    4.98    6.25    5.29    4.62
199710   -5.47   -3.61   -2.81   -1.64   -4.32   -1.41   -3.30   -3.16   -1.07   -4.63   -4.01   -2.37   -0.44   -4.19   -2.20   -4.41   -2.32   -1.73    1.03
199711   -0.53    4.52    4.23    5.55    4.61    3.31    5.62    3.20    7.15    1.90    7.36    4.38    2.23    6.29    4.84    2.63    3.58    6.82    8.21
199712   -2.09    1.39    3.26    3.92    1.44    2.57    2.74    3.18    4.97    0.98    1.89    1.31    3.87    2.75    2.73    4.09    2.58    4.12    7.62
199801    2.62    0.70    0.87   -1.79    1.67   -0.70    1.63   -0.80   -2.04    3.29    0.12   -0.95   -0.45    3.40   -0.50    0.23   -1.47   -1.58   -3.45
199802    9.88    8.87    6.33    5.26    8.76    7.71    6.46    6.46    4.04    9.09    8.42    9.06    6.35    6.28    6.69    5.88    6.84    4.46    2.75
199803    5.14    4.85    4.45    6.50    5.25    3.54    5.19    5.46    6.66    3.59    6.90    4.17    2.88    5.72    4.53    4.19    6.29    6.78    6.31
199804    2.06    3.79    0.59   -1.33    2.31    3.96    0.20    1.05   -3.40    3.05    1.59    6.40    1.45   -0.51    1.10    0.75    1.25   -3.40   -3.40
199805   -4.95   -2.69   -1.54   -0.81   -1.69   -3.26   -1.28   -2.59    1.17   -4.12    0.70   -4.39   -2.03   -2.08   -0.28   -1.71   -3.16    1.87   -1.04
199806    6.27    4.37    3.05    1.32    5.84    2.99    3.04    1.36    1.35    7.05    4.71    1.80    4.26    5.43    0.11    1.46    1.30    1.21    1.79
199807   -3.75    0.30   -3.23   -1.25    1.04   -2.99   -2.72   -1.38   -1.79    1.69    0.29   -0.95   -5.87   -1.68   -4.16   -2.23   -0.77   -1.11   -3.22
199808  -20.21  -17.72  -14.55   -8.36  -17.15  -16.87  -14.62  -13.11   -4.20  -19.42  -14.47  -18.72  -14.12  -13.80  -15.81  -14.71  -11.98   -7.41    2.82
199809   10.45    4.47    4.42    8.69    6.48    2.53    4.41    7.47    7.66    8.01    4.87    1.02    4.64    4.59    4.13    4.23    9.67    8.05    6.91
199810    5.12   10.18    9.15    4.37    8.23   12.82    8.41    6.54    3.69    7.89    8.59   13.73   11.59    8.82    7.79    8.98    5.01    5.51    0.07
199811    8.61    8.15    4.92    4.02    9.82    4.75    5.04    4.12    4.85   11.18    8.34    5.27    4.04    5.57    4.25    5.46    3.22    6.06    2.30
199812   12.37    8.68    3.12    2.37   12.19    2.29    3.61    3.56    0.31   15.25    8.80    2.23    2.37    3.82    3.29    2.40    4.36   -0.92    3.00
199901   12.05    4.66   -0.57   -1.53    5.71    2.04   -1.23   -0.47   -2.73    7.46    3.63    2.58    1.30   -0.73   -1.99   -0.47   -0.48   -1.03   -6.00
199902   -8.18   -2.81   -0.83   -3.96   -3.12   -2.76   -0.41   -1.39   -5.27   -5.95    0.36   -2.16   -3.59   -0.68    0.01    0.76   -2.83   -5.06   -5.68
199903    6.82    4.82    2.29   -0.46    5.46    2.53    4.04   -0.51   -1.44    6.07    4.76    3.50    1.17    4.75    2.96   -1.77    0.36   -1.19   -1.96
199904    2.08    2.38    4.99    9.80    0.18    5.81    3.78   10.51    8.12    1.77   -1.67    6.93    4.20    0.91    8.23    9.58   11.14    9.36    5.61
199905   -0.52   -3.69   -1.77   -0.07   -5.25   -0.07   -2.60   -1.98    2.54   -5.09   -5.45   -0.65    0.78   -2.68   -2.48   -1.79   -2.10    0.41    7.00
199906    8.39    6.06    3.68    2.35    7.43    3.09    4.53    2.27    2.54    7.00    7.94    3.54    2.43    5.91    2.55    2.38    2.20    5.35   -2.91
199907   -2.77   -3.49   -2.86   -2.96   -3.19   -3.51   -3.26   -2.88   -1.75   -3.15   -3.27   -4.27   -2.89   -3.04   -3.71   -2.16   -4.11   -2.12   -1.17
199908    1.25   -0.41   -2.77   -2.35   -0.07    0.54   -5.60   -3.39   -1.43    0.15   -0.60   -1.28    1.99   -7.72   -1.26   -3.47   -3.25   -2.68    0.54
199909    0.11   -3.45   -3.66   -4.29   -2.32   -4.76   -4.75   -2.80   -4.59   -2.25   -2.48   -6.47   -3.44   -4.36   -5.48   -2.12   -3.99   -4.87   -4.16
199910    5.79    6.94    7.44    1.21    4.26   11.10    9.69    3.07   -1.55    4.74    3.14   14.44    8.45    9.27   10.48    2.58    3.93   -3.01    0.66
199911   10.16    3.17   -1.20   -4.54    3.17    0.50   -0.71   -2.70   -4.10    3.42    2.59    3.17   -1.74    0.39   -2.84   -1.41   -4.94   -2.54   -6.44
199912   19.99    4.82   -0.82   -2.68    7.21    2.69   -4.97   -2.26   -2.98    8.32    4.54   -1.37    6.21   -6.21   -2.49   -2.17   -2.40   -3.30   -2.47
200001   -6.21   -2.96   -3.73   -3.94   -3.49   -4.44   -1.48   -4.54   -1.32   -3.52   -3.43   -1.47   -6.83    0.58   -5.42   -3.45   -6.37   -3.10    1.43
200002   15.12   -1.34   -9.26   -8.69    1.19   -6.98  -10.30  -11.49   -6.76    1.96   -0.72   -8.29   -5.87  -10.74   -9.39  -12.03  -10.56   -5.64   -8.37
200003    3.58   10.77   10.31   10.09   11.40    7.96   11.20   13.07    7.40   12.98    7.34    8.88    7.19   10.14   13.31   13.24   12.78    7.95    6.58
200004  -10.44   -0.74    0.10    1.89   -1.95    2.12    0.49   -1.72    4.64   -2.99    0.84    3.03    1.35    1.54   -1.66   -2.39   -0.59    0.78   10.06
200005  -10.35   -0.84    2.08    5.13   -2.38    2.67    0.82    4.96    5.30   -3.09   -0.53    3.70    1.80    0.18    2.17    4.95    4.97    7.28    2.76
200006   12.82    2.24   -3.16   -5.98    2.48    1.31   -4.20   -7.74   -3.47    1.80    4.22    1.49    1.16   -2.00   -8.78   -7.39   -8.34   -1.93   -5.59
200007   -5.22   -0.92    0.19    4.59   -1.38   -0.60    1.47    0.84    5.50   -2.61    0.37    0.04   -1.97    1.28    1.60    0.10    2.74    6.71    4.23
200008   11.28    5.56    4.01    8.75    6.76    3.58    3.02    6.00    9.06    5.37    8.66    3.06    4.70    1.77    3.90    5.15    8.12    6.86   11.45
200009   -9.16   -6.02    3.71    3.48   -9.19    1.91    6.10    0.07    3.61  -13.48   -3.51    0.83    4.21    5.68    6.38   -1.23    3.20    1.66    5.64
200010   -7.79   -1.24    6.29    1.30   -2.01    3.29    6.76    1.97    0.68   -0.57   -3.71    0.25    9.71   10.10    4.48    1.69    2.63   -1.68    3.05
200011  -19.80   -5.78   -1.67   -0.34   -7.80   -1.09   -2.15   -2.18   -0.63   -8.62   -6.78   -1.94    0.53   -2.26   -2.06   -3.22    0.25   -3.91    2.50
200012   -2.79    2.32    4.09   10.06    2.35    2.88    3.59    7.20    9.25    0.64    4.42    2.25    4.05    6.34    1.61    5.19   11.75    7.10   11.11
200101   11.21    1.04   -1.77    0.83    3.89   -4.59   -2.12    2.31    1.52    4.19    3.56   -3.98   -5.72   -3.90   -0.79    3.60   -0.66    4.64   -1.11
200102  -19.33   -8.03   -0.22    1.43  -10.46   -1.62   -1.09   -0.29    1.89  -12.88   -7.76   -3.40    1.69    1.00   -2.59   -0.59    0.41    0.50    3.12
200103  -12.20   -6.52   -3.17    0.92   -5.67   -6.50   -2.96   -2.21    1.67   -5.09   -6.28   -8.02   -3.83   -2.89   -3.01   -2.86   -0.72    2.67    0.82
200104   14.00    7.75    3.42    4.54    7.35    6.26    2.54    5.69    4.58    7.99    6.67    8.49    2.50    1.61    3.23    6.24    4.45    5.61    3.68
200105    0.24    0.10    2.61    2.79   -0.96    2.28    2.66    2.70    2.45   -1.69   -0.16    2.00    2.80    2.49    2.79    2.31    3.57    1.39    3.38
200106    0.47   -2.27   -3.07   -0.99   -2.34   -3.72   -2.42   -0.82   -0.78   -0.72   -4.09   -2.15   -6.50   -1.84   -2.85   -0.54   -1.45   -1.26   -0.37
200107   -7.27    0.76    0.89    0.10    0.85   -1.37    2.18    2.61   -0.22    0.22    1.79    0.58   -2.75    2.87    1.67    5.48    0.41   -0.38    0.17
200108  -10.58   -6.74   -3.43   -1.85   -6.96   -5.48   -2.40   -3.26   -0.73   -6.84   -7.14   -6.30   -4.88   -2.63   -2.22   -3.66   -2.93   -0.12   -2.13
200109  -16.37   -9.36   -4.00   -5.15  -10.98   -6.77   -2.60   -3.75   -4.82  -13.34   -7.46   -6.24   -7.16   -3.79   -1.69   -1.63   -5.49   -4.77   -4.94
200110   10.25    3.72   -1.69   -1.82    3.90    2.04   -2.30   -3.69   -1.64    3.06    5.07    3.39    1.06   -1.98   -2.54   -5.82   -2.00   -1.79   -1.29
200111   12.54    8.72    5.02    3.60   10.80    5.50    4.23    4.53    3.58   12.85    7.99    4.88    5.97    5.36    3.39    5.73    3.62    3.50    3.77
200112    1.40    2.04    1.55    1.95    2.93    1.31    0.70    2.69    1.86    1.71    4.67    0.27    2.08    0.93    0.51    3.53    2.03    2.16    1.13
200201   -3.09   -0.12   -0.62   -0.01    0.26   -0.98   -0.28   -0.95    1.01    1.23   -1.08   -0.90   -1.03   -1.42    0.61   -0.85   -1.04    1.31    0.28
200202   -7.62   -3.23    2.12    1.48   -4.18    0.45    2.64    0.84    2.36   -6.05   -1.52   -1.27    1.70    1.82    3.27    1.17    0.57    2.96    0.88
200203    6.34    4.19    2.46    5.85    3.76    3.68    1.95    4.81    6.05    3.86    3.64    5.05    2.72    3.06    1.13    3.78    5.63    5.48    7.51
200204   -7.76   -5.48   -4.83    0.16   -5.00   -6.41   -4.09   -2.55    1.86   -3.75   -6.69   -6.44   -6.39   -4.19   -4.01   -3.74   -1.61    2.48    0.32
200205   -3.48   -1.56   -0.33    1.36   -2.07   -0.88   -0.49    1.80    1.24   -1.72   -2.58   -0.53   -1.13   -3.08    1.48    2.21    1.49    2.21   -1.25
200206   -9.26   -7.86   -5.61   -5.40   -8.09   -7.08   -4.95   -4.53   -6.65  -10.21   -5.02   -7.42   -6.84   -6.94   -3.50   -5.17   -4.04   -6.85   -6.11
200207  -11.17   -8.36   -6.36   -6.55   -8.85   -8.34   -6.01   -3.64  -10.63   -9.07   -8.67   -6.34   -9.70   -4.55   -7.87   -5.25   -1.81  -12.49   -5.61
200208    0.30    1.56    0.81    0.03    1.16    1.24    1.69   -1.23    2.20    0.43    1.76    3.16   -0.12    1.95    1.34   -0.30   -2.26    0.62    6.12
200209   -9.75  -10.31   -9.09  -12.72   -9.44  -10.04   -9.27  -10.91  -13.01   -8.75  -10.00  -13.71   -7.37   -7.92  -11.06   -9.60  -12.41  -12.82  -13.44
200210   10.57    9.51    6.20    6.87    8.23    9.74    5.92    6.68    7.01    7.79    8.59   14.71    6.35    4.65    7.65    6.64    6.72    9.35    1.43
200211   11.03    4.21    3.21    6.28    4.04    4.01    1.78    6.18    5.87    2.04    5.68    4.86    3.37    0.48    3.51    5.71    6.74    8.31   -0.40
200212   -9.05   -7.45   -3.64   -3.12   -7.66   -5.26   -3.51   -4.20   -1.50   -6.49   -8.59   -6.65   -4.21   -3.02   -4.14   -3.60   -4.90   -3.71    4.68
